Word,Count,Prevalence,FreqZipfUS
outpoint,8,0.536,1.292
outpoll,7,0.101,1.292
outpost,7,1.931,3.124
outpour,7,1.602,1.593
outpouring,10,1.786,2.438
output,6,2.243,3.149
outrace,7,0.801,2.07
outrage,7,2.43,3.499
outraged,8,2.576,3.118
outrageous,10,2.576,3.802
outrageously,12,2.439,2.333
outrageousness,14,1.932,1.593
outraging,9,1.038,1.292
outrange,8,0.417,1.593
outrank,7,1.759,2.783
outreach,8,2.252,2.69
outride,7,1.165,2.137
outrider,8,0.95,1.292
outrigger,9,0.944,2.522
outright,8,2.326,3.098
outrival,8,0.455,1.292
outrun,6,1.719,3.292
outrush,7,0.433,1.292
outscore,8,1.422,1.292
outsell,7,1.438,1.769
outset,6,1.747,2.522
outshine,8,1.985,2.07
outshoot,8,1.22,2.292
outshot,7,0.676,1.292
outshout,8,0.294,1.292
outside,7,2.331,5.23
outsider,8,2.576,3.378
outsight,8,0.633,1.292
outsize,7,1.543,1.593
outsized,8,1.968,1.894
outskirt,8,2.023,1.292
outskirts,9,2.33,2.883
outsmart,8,2.124,2.894
outsoar,7,0.224,1.292
outsole,7,0.004,1.292
outsource,9,2.041,1.991
outspend,8,1.413,1.593
outspent,8,1.157,1.292
outspoken,9,2.318,2.707
outspokenly,11,1.24,1.292
outspokenness,13,1.48,1.593
outspread,9,1.238,1.292
outsprint,9,0.703,1.292
outstand,8,0.966,1.292
outstanding,11,2.439,3.873
outstandingly,13,1.704,1.769
outstare,8,0.769,1.769
outstate,8,0.53,1.292
outstation,10,0.419,1.292
outstay,7,0.946,1.769
outstood,8,0.341,1.292
outstretch,10,2.024,1.292
outstretched,12,1.947,2.614
outstrip,8,1.237,1.991
outstroke,9,0.72,1.292
outtake,7,1.596,2.195
outtakes,8,1.742,2.07
outtalk,7,0.125,1.894
outthink,8,0.953,2.468
outthrust,9,0.205,1.292
outturn,7,0.128,1.593
outturned,9,0.428,1.292
outvote,7,1.037,1.292
outwait,7,0.558,1.292
outward,7,2.171,3.137
outwardly,9,2.01,2.406
outwards,8,2.188,2.195
outwash,7,0.667,1.292
outwear,7,0.993,1.593
outweigh,8,2.063,2.69
outwit,6,2.104,2.783
outwore,7,0.155,1.292
outwork,7,0.699,1.769
outworker,9,0.445,1.292
outworn,7,1.081,2.195
outwrestle,10,0.751,1.292
ouzel,5,-0.927,1.292
ouzo,4,0.127,2.571
ova,3,0.588,2.468
oval,4,2.576,3.137
ovarian,7,2.191,2.547
ovary,5,2.327,2.723
ovate,5,0.521,1.292
ovation,7,1.716,2.955
oven,4,2.189,3.949
ovenbird,8,-0.519,1.292
ovenproof,9,1.221,1.292
ovenware,8,1.51,1.292
over,4,2.576,6.121
overabundance,13,1.995,2.195
overabundant,12,1.561,1.292
overachieve,11,1.955,1.769
overachiever,12,2.128,2.371
overact,7,1.366,1.991
overactive,10,2.115,2.614
overage,7,1.213,2.07
overall,7,2.344,3.509
overalls,8,2.1,3.016
overambitious,13,1.531,1.593
overanalyze,11,1.514,1.894
overanxious,11,1.492,2.333
overanxiously,13,1.215,1.292
overarch,8,1.109,1.292
overarching,11,1.571,1.292
overarm,7,0.819,1.292
overassertive,13,1.405,1.292
overawe,7,0.226,1.593
overbalance,11,1.538,1.292
overbank,8,0.454,1.292
overbanked,10,0.825,1.292
overbear,8,1.557,1.292
overbearing,11,2.424,2.991
overbearingly,13,1.893,1.593
overbeat,8,0.73,1.292
overbeating,11,0.739,1.292
overbid,7,1.834,1.769
overbill,8,0.86,1.769
overbite,8,2.116,2.547
overblown,9,2.018,2.406
overboard,9,2.576,3.707
overbold,8,0.414,1.292
overbook,8,1.338,1.292
overborne,9,0.41,1.292
overbought,10,0.833,1.292
overbrown,9,0.075,1.292
overbuild,9,1.361,1.292
overbuilt,9,1.561,1.769
overburden,10,2.055,1.593
overbuy,7,0.844,1.292
overcall,8,0.142,1.593
overcapacity,12,1.813,1.292
overcapitalization,18,1.301,1.292
overcapitalize,14,1.335,1.292
overcast,8,2.335,2.69
overcautious,12,1.69,1.292
overcautiously,14,1.373,1.292
overcharge,10,2.576,2.593
overcoat,8,2.576,3.167
overcome,8,2.241,3.793
overcompensate,14,2.255,2.07
overcompensation,16,1.785,1.593
overconcentration,17,1.002,1.292
overconfidence,14,1.932,2.07
overconfident,13,1.985,2.438
overconfidently,15,1.291,1.292
overconsumption,15,2.015,1.292
overcook,8,2.072,2.195
overcool,8,0.523,1.292
overcorrect,11,1.284,1.292
overcorrection,14,1.54,1.292
overcritical,12,1.649,1.292
overcrowd,9,1.8,1.593
overcrowded,11,2.238,2.672
overcurious,11,1.071,1.292
overcut,7,1.149,1.292
overcutting,11,1.196,1.292
overdelicate,12,0.845,1.292
overdevelop,11,1.825,1.292
overdevelopment,15,1.736,1.292
overdo,6,1.585,3.211
overdone,8,2.338,2.81
overdose,8,2.321,3.429
overdraft,9,2.067,2.07
overdramatic,12,2.167,2.333
overdramatically,16,1.437,1.292
overdramatize,13,1.594,1.894
overdraw,8,1.801,1.292
overdrawn,9,2.182,2.371
overdress,9,2.039,1.593
overdrive,9,2.44,2.769
overdriven,10,1.477,1.292
overdubbed,10,1.16,1.769
overdue,7,2.576,3.465
overeager,9,1.567,2.333
overeagerly,11,0.965,1.292
overeat,7,1.508,2.07
overeaten,9,1.277,1.292
overeater,9,1.75,1.593
overeducate,11,1.321,1.292
overeducated,12,1.699,2.292
overemotional,13,1.308,1.894
overemphasis,12,1.75,1.593
overemphasize,13,1.883,1.292
overemphatic,12,1.108,1.292
overenthusiastic,16,1.701,1.894
overestimate,12,2.012,2.672
overestimation,14,1.635,1.593
overexcite,10,1.718,1.593
overexcitement,14,1.578,1.593
overexert,9,1.304,1.292
overexerted,11,1.859,1.769
overexertion,12,1.528,1.292
overexpansion,13,1.499,1.292
overexpose,10,1.868,1.593
overexposed,11,2.135,2.07
overexposure,12,2.064,1.991
overextend,10,1.971,1.593
overextension,13,1.751,1.593
overfed,7,1.929,2.246
overfeed,8,1.699,2.07
overfill,8,1.874,1.593
overfish,8,0.745,1.292
overflow,8,2.576,2.991
overflowing,11,2.43,2.915
overfly,7,0.392,1.292
overfull,8,1.075,1.292
overgenerous,12,1.197,1.292
overgraze,9,1.065,1.292
overgrow,8,1.994,1.292
overgrown,9,2.265,2.991
overgrowth,10,2.08,1.292
overhand,8,2.116,2.438
overhang,8,1.777,2.292
overhanging,11,2.117,1.991
overhasty,9,0.869,1.292
overhaul,8,2.307,2.69
overhead,8,2.344,3.566
overheads,9,1.453,2.195
overhear,8,2.057,3.024
overheat,8,2.335,2.571
overheated,10,2.576,2.672
overhung,8,1.22,1.593
overhunt,8,0.809,1.292
overindulge,11,1.901,1.769
overindulgence,14,1.864,1.593
overindulgent,13,2.185,1.593
overinflate,11,1.657,1.292
overinflated,12,1.83,1.991
overinvest,10,0.928,1.292
overinvestment,14,1.151,1.292
overjoyed,9,2.25,2.872
overkill,8,2.21,2.769
overlabor,9,0.135,1.292
overlade,8,-0.095,1.292
overlaid,8,1.591,1.769
overlain,8,0.633,1.292
overland,8,1.243,2.468
overlap,7,2.333,2.769
overlapping,11,2.437,2.964
overlarge,9,0.66,1.292
overlay,7,2.108,2.797
overleaf,8,0.621,1.769
overleap,8,0.61,1.292
overlie,7,0.209,1.292
overload,8,2.576,3.256
overlong,8,0.859,1.593
overlook,8,2.076,3.465
overlord,8,1.545,2.634
overloud,8,0.522,1.292
overly,6,1.973,3.349
overlying,9,1.669,1.769
overman,7,-0.022,2.438
overmantel,10,-0.238,1.292
overmaster,10,0.392,1.292
overmastering,13,0.545,1.593
overmatch,9,0.992,1.593
overmodest,10,1.084,1.292
overmuch,8,0.297,1.593
overnice,8,0.248,1.292
overnight,9,2.325,4.001
overnighter,11,2.042,1.894
overpass,8,2.323,2.707
overpay,7,1.938,1.769
overpayment,11,2.208,1.769
overplant,9,1.058,1.292
overplay,8,1.623,2.195
overplenty,10,0.216,1.292
overpopulate,12,1.946,1.769
overpopulation,14,2.098,1.593
overpower,9,2.049,2.783
overpowering,12,2.432,2.823
overpoweringly,14,1.471,1.292
overpressure,12,0.979,1.593
overprice,9,1.675,1.593
overpriced,10,2.423,2.935
overprint,9,1.077,1.292
overprize,9,0.371,1.292
overproduce,11,1.815,1.593
overproduction,14,1.678,1.894
overpromise,11,0.821,1.292
overprotect,11,2.092,1.769
overprotection,14,1.747,1.292
overprotective,14,2.014,2.797
overprovision,13,0.771,1.292
overqualified,13,1.881,2.522
overrate,8,1.708,1.769
overrated,9,2.044,3.425
overreach,9,1.774,1.894
overreaching,12,1.846,2.246
overreact,9,2.179,3.161
overreaction,12,1.969,2.468
overregulation,14,1.498,1.292
overreliance,12,1.363,1.292
overrepresentation,18,1.516,1.593
override,8,2.084,3.713
overriding,10,2.068,2.614
overripe,8,1.72,1.894
overrule,8,2.051,2.496
overruling,10,1.946,1.894
overrun,7,2.221,3.226
overrunning,11,1.555,1.894
oversaturation,14,1.796,1.292
oversea,7,1.146,1.769
overseas,8,2.19,3.661
oversee,7,2.576,3.131
overseen,8,1.912,1.991
overseer,8,1.919,2.634
oversell,8,1.725,2.137
oversensitive,13,1.961,2.137
overset,7,0.925,1.292
oversexed,9,1.594,2.522
overshadow,10,2.17,2.195
overshadowing,13,2.128,1.769
overshoe,8,0.474,1.292
overshoot,9,2.108,2.195
overshot,8,2.084,2.571
oversight,9,2.441,3.167
oversimplification,18,1.755,1.769
oversimplify,12,2,1.894
oversize,8,2.344,1.292
oversized,9,2.349,2.973
overskirt,9,0.984,1.292
oversleep,9,2.059,2.246
oversold,8,1.631,1.593
overspecialization,18,1.338,1.292
overspecialize,14,1.292,1.292
overspecialized,15,1.691,1.593
overspend,9,1.957,1.769
overspill,9,1.155,1.292
overspread,10,1.336,1.593
overstaff,9,1.587,1.292
overstaffed,11,1.94,1.769
overstate,9,2.086,1.991
overstatement,13,2.03,1.991
overstay,8,1.798,2.137
overstep,8,2.077,2.468
overstimulation,15,1.94,1.593
overstitch,10,1.111,1.292
overstock,9,2.147,1.769
overstrain,10,1.224,1.292
overstress,10,1.608,1.593
overstretch,11,1.877,1.292
overstrike,10,1.012,1.292
overstuff,9,1.566,1.593
oversubscribe,13,1.232,1.292
oversubscription,16,0.938,1.292
oversupply,10,1.657,1.292
oversweet,9,0.997,1.292
overt,5,1.786,2.468
overtake,8,2.261,2.872
overtax,7,0.939,1.769
overthrow,9,2.331,3.137
overtime,8,2.185,3.796
overtire,8,0.724,1.292
overtiredness,13,1.112,1.292
overtly,7,1.727,2.406
overtone,8,2.047,1.894
overtop,7,0.634,1.292
overtrade,9,0.752,1.292
overtreatment,13,1.436,1.292
overtrick,9,-0.246,1.292
overtrump,9,-0.01,1.292
overture,8,2.028,3.118
overturn,8,2.161,2.593
overtype,8,0.738,1.292
overuse,7,1.773,2.07
overvaluation,13,0.904,1.292
overvalue,9,1.702,1.292
overview,8,2.437,2.654
overvoltage,11,0.437,1.292
overwater,9,0.659,1.991
overweening,11,0.368,1.991
overweigh,9,0.808,1.292
overweight,10,2.433,3.265
overwhelm,9,2.352,2.848
overwhelmed,11,2.323,3.597
overwhelming,12,2.336,3.693
overwhelmingly,14,2.341,2.496
overwinter,10,0.11,1.292
overwork,8,2.263,2.571
overworked,10,2.125,2.999
overwrap,8,1.089,1.292
overwrite,9,1.884,2.07
overwrought,11,1.365,2.848
overzealous,11,1.879,2.769
overzealously,13,1.647,1.292
overzealousness,15,1.72,1.991
oviduct,7,0.442,1.292
oviform,7,-0.151,1.292
ovine,5,0.196,1.292
oviparity,9,-0.439,1.292
oviparous,9,-0.416,1.292
ovipositor,10,-0.275,1.292
ovoid,5,0.08,1.769
ovoviviparous,13,-0.691,1.292
ovular,6,1.128,1.292
ovulary,7,0.554,1.292
ovulate,7,2.055,2.07
ovulation,9,2.006,2.292
ovulatory,9,1.122,1.292
ovule,5,0.528,1.292
ovum,4,0.918,2.195
owe,3,1.898,4.87
owing,5,1.221,3.098
owl,3,2.254,3.75
owler,5,-0.193,1.292
owlet,5,0.538,1.593
owlish,6,1.303,1.292
owlishly,8,0.862,1.292
own,3,2.437,5.661
owner,5,2.576,4.366
ownerless,9,1.643,1.292
ownership,9,2.576,3.36
ox,2,2.111,3.892
oxalate,7,-0.141,1.894
oxalic,6,-0.252,1.292
oxalis,6,-0.571,1.292
oxblood,7,0.76,1.769
oxbow,5,0.785,1.769
oxcart,6,0.977,1.593
oxen,4,1.731,2.654
oxeye,5,-0.308,1.292
oxford,6,2.576,3.416
oxidant,7,1.426,1.292
oxidase,7,0.383,1.769
oxidation,9,1.88,2.438
oxidative,9,0.756,1.292
oxide,5,2,3.084
oxidic,6,0.319,1.292
oxidization,11,1.665,1.769
oxidize,7,1.922,1.292
oxidized,8,2.096,2.406
oxidizer,8,1.563,1.769
oxidizing,9,1.903,1.769
oxlip,5,-0.695,1.292
oxtail,6,1.587,1.593
oxy,3,0.495,2.333
oxyacetylene,12,0.538,1.593
oxygen,6,2.576,4.142
oxygenate,9,1.613,1.991
oxygenating,11,1.572,1.991
oxygenation,11,1.657,2.137
oxygenator,10,0.977,1.292
oxygenic,8,0.834,1.292
oxygenize,9,0.985,1.292
oxymoron,8,1.956,2.468
oxytocin,8,1.089,2.137
oyez,4,-0.852,2.593
oyster,6,2.112,3.488
oystercatcher,13,0.596,1.292
oysterman,9,0.607,1.292
ozone,5,2.202,3.333
p,1,-0.684,4.816
pa,2,0.645,4.378
pabulum,7,-0.421,1.894
pace,4,2.439,3.981
paced,5,2.431,2.468
pacemaker,9,2.438,2.883
pacer,5,1.696,2.438
pachinko,8,-0.371,2.371
pachyderm,9,0.659,2.137
pachydermatous,14,-0.06,1.292
pachysandra,11,-0.78,1.292
pacific,7,2.237,3.986
pacifically,11,0.251,1.593
pacification,12,1.646,1.894
pacificator,11,0.271,1.292
pacifier,8,2.337,2.614
pacifism,8,1.778,2.195
pacifist,8,2.125,2.848
pacifistic,10,1.052,1.769
pacifistically,14,0.434,1.292
pacify,6,2.135,2.614
pack,4,2.318,4.641
packable,8,2.017,1.593
package,7,2.329,4.357
packager,8,1.453,1.292
packaging,9,2.443,2.935
packer,6,1.848,2.654
packet,6,2.576,3.402
packhorse,9,1.29,1.593
packman,7,0.347,1.292
packsack,8,-0.189,1.292
packsaddle,10,0.037,1.292
packthread,10,-0.52,1.292
paclitaxel,10,-1.411,1.292
pact,4,2.576,3.577
pad,3,2.185,3.911
padded,6,2.436,3.04
padding,7,2.118,2.991
paddle,6,2.416,3.575
paddleball,10,1.178,1.769
paddled,7,2.182,2.292
paddlefish,10,0.466,1.292
paddler,7,1.608,1.593
paddling,8,2.034,2.964
paddock,7,1.406,2.547
paddy,5,1.208,3.422
padlock,7,2.197,2.848
padre,5,0.887,3.626
paean,5,-0.006,1.894
paella,6,0.788,2.468
pagan,5,1.88,3.137
paganism,8,1.529,1.593
page,4,2.436,4.574
pageant,7,1.945,3.681
pageantry,9,1.563,2.333
pageboy,7,1.282,2.333
pagenumber,10,0.308,1.292
pager,5,1.926,3.462
paginate,8,0.321,2.07
pagination,10,0.353,1.292
paging,6,2.25,3.313
pagoda,6,1.162,3.048
pail,4,1.593,2.982
pain,4,2.435,4.99
pained,6,2.262,2.438
painful,7,2.269,4.181
painfully,9,2.576,3.256
painfulness,11,1.461,1.292
paining,7,0.915,2.137
painkiller,10,2.089,2.739
painless,8,2.576,3.292
painlessly,10,2.321,2.333
painlessness,12,1.526,1.292
pains,5,2.44,3.723
painstaking,11,2.19,2.406
painstakingly,13,1.964,2.07
painstakingness,15,0.568,1.292
paint,5,2.286,4.566
paintable,9,1.48,1.292
paintball,9,2.025,2.883
paintbox,8,1.511,2.07
paintbrush,10,2.164,2.739
painted,7,2.334,4.144
painter,7,2.332,3.83
painterly,9,-0.051,1.593
painting,8,2.417,4.465
paintwork,9,1.069,1.593
pair,4,2.18,4.571
paired,6,2.265,2.823
pairwise,8,-0.033,1.292
paisa,5,-1.285,1.292
paisley,7,1.509,2.81
pajama,6,1.51,3.111
pajamas,7,1.629,3.766
pal,3,1.834,4.76
palace,6,2.211,4.283
paladin,7,0.685,2.195
palanquin,9,-0.324,2.137
palatability,12,1.396,1.292
palatable,9,1.645,2.438
palatably,9,1.061,1.292
palatal,7,0.055,1.292
palatalize,10,-0.218,1.292
palate,6,1.613,2.999
palatial,8,0.964,2.496
palatinate,10,-0.214,1.292
palatine,8,0.518,2.292
palaver,7,-0.003,2.468
pale,4,2.437,3.905
paled,5,1.516,1.894
paleface,8,0.993,2.371
palely,6,0.677,1.894
paleness,8,1.742,1.593
paleoanthropologist,19,1.274,1.292
paleographer,12,0.721,1.292
paleographic,12,0.893,1.292
paleographical,14,0.804,1.292
paleography,11,0.841,1.292
paleolithic,11,1.17,1.894
paleontological,15,1.232,1.292
paleontologist,14,1.816,2.547
paleontology,12,1.897,2.634
paler,5,1.235,2.438
pales,5,1.346,2.371
palette,7,1.974,2.769
palfrey,7,0.078,1.769
palimony,8,0.464,2.07
palimpsest,10,-0.569,1.292
palindrome,10,1.328,2.246
paling,6,0.818,1.292
palinode,8,-0.643,1.292
palisade,8,0.904,1.292
palish,6,-0.386,1.292
pall,4,0.971,2.672
palladium,9,1.282,2.571
pallbearer,10,1.346,2.371
palled,6,0.501,1.593
pallet,6,1.763,2.634
palletize,9,0.147,1.292
palliate,8,0.404,1.292
palliation,10,-0.095,1.292
palliative,10,0.689,1.894
pallid,6,0.857,2.246
pallor,6,0.999,2.195
pally,5,-0.229,2.964
palm,4,2.249,4.122
palmar,6,-0.546,2.137
palmary,7,-0.559,1.292
palmate,7,-0.203,1.292
palmed,6,1.967,2.371
palmer,6,0.725,4.148
palmetto,8,0.555,1.991
palmist,7,0.604,1.292
palmistry,9,0.684,2.07
palmtree,8,1.082,1.292
palmy,5,0.209,1.769
palomino,8,0.683,2.707
palooka,7,-0.352,2.547
palp,4,-0.055,3.26
palpability,11,1.356,1.292
palpable,8,1.716,2.634
palpably,8,1.203,1.292
palpate,7,0.905,1.894
palpation,9,0.964,2.195
palpebral,9,-0.95,1.292
palpitate,9,1.481,1.769
palpitation,11,1.621,2.137
palsied,7,0.326,1.769
palsy,5,1.355,2.739
palter,6,-0.246,2.07
paltriness,10,0.807,1.292
paltry,6,1.215,2.723
paly,4,-1.109,1.769
pampa,5,-0.575,1.292
pampas,6,0.08,2.246
pamper,6,2.433,2.723
pampered,8,2.45,2.81
pamperer,8,1.567,1.292
pampers,7,1.912,2.496
pamphlet,8,2.18,3.077
pamphleteer,11,0.539,1.292
pan,3,2.1,4.09
panacea,7,0.898,1.991
panache,7,1.134,2.333
panama,6,1.603,3.654
panatela,8,-0.373,1.769
pancake,7,2.431,3.599
pancetta,8,0.912,1.292
panchromatic,12,0.533,1.292
pancreas,8,2.191,2.905
pancreatic,10,1.993,2.593
pancreatitis,12,1.447,2.195
panda,5,2.257,3.329
pandect,7,-1.177,1.292
pandemia,8,0.443,1.292
pandemic,8,2.239,2.07
pandemonium,11,2.082,2.823
pander,6,1.567,2.137
panderer,8,1.153,1.292
pandit,6,-0.726,2.69
pandowdy,8,-0.824,1.769
pane,4,1.721,2.69
paned,5,0.739,1.292
panegyric,9,-0.473,1.593
panegyrist,10,-0.672,1.292
panegyrize,10,-0.804,1.292
panel,5,2.441,3.864
paneling,8,1.795,2.292
panelist,8,1.585,1.593
panfish,7,0.166,1.292
panfry,6,0.594,1.593
pang,4,1.049,3.206
pangenesis,10,0.101,1.292
pangenetic,10,0.315,1.292
pangolin,8,-0.308,1.292
panhandle,9,1.821,2.614
panhandler,10,1.569,2.468
panhuman,8,0.045,1.292
panic,5,2.434,4.339
panicked,8,2.047,3.712
panicky,7,2.019,3.048
panicle,7,-0.713,1.292
panjandrum,10,-0.904,1.769
pannier,7,-0.082,1.292
panning,7,1.815,2.571
panoply,7,0.089,1.593
panoptic,8,0.23,1.292
panoptical,10,0.291,1.292
panopticon,10,-0.262,1.292
panorama,8,2.348,2.195
panoramic,9,2.06,1.769
panoramically,13,1.206,1.292
panpipe,7,0.588,1.593
pansexual,9,0.658,1.769
pansy,5,2.11,3.292
pant,4,2.132,2.991
pantalets,9,-0.524,1.292
pantaloon,9,1.421,1.292
pantaloons,10,1.713,2.371
panter,6,0.383,1.292
pantheism,9,0.585,1.292
pantheist,9,0.667,1.292
pantheistic,11,0.553,1.894
pantheistical,13,0.081,1.292
pantheon,8,1.627,2.634
panther,7,2.01,3.412
panties,7,2.417,3.91
panting,7,2.44,3.61
pantograph,10,0.171,1.894
pantographic,12,0.122,1.292
pantomime,9,1.514,2.547
pantomimic,10,0.382,1.292
pantry,6,2.147,3.246
pants,5,2.333,4.769
pantsuit,8,1.203,2.246
panty,5,1.748,3.024
pantyhose,9,2.018,3.236
pantywaist,10,0.315,2.137
panzer,6,0.223,2.915
pap,3,0.942,3.118
papa,4,1.984,4.629
papacy,6,0.935,1.769
papain,6,-1.239,1.593
papal,5,1.084,2.739
paparazzi,9,2.237,2.999
paparazzo,9,0.674,1.769
papaver,7,-1.001,1.292
papaw,5,-0.082,1.991
papaya,6,1.964,3.048
paper,5,2.331,5.014
paperback,9,2.248,2.672
paperboard,10,1.188,1.292
paperbound,10,1.493,1.292
paperboy,8,2.071,2.654
paperclip,9,2.24,1.769
papered,7,1.399,2.246
paperhanger,11,0.638,2.246
papering,8,1.209,1.593
paperless,9,2.076,1.894
papermaker,10,1.271,1.292
papermaking,11,1.499,1.593
paperweight,11,2.192,2.634
paperwork,9,2.576,4.018
papery,6,0.817,1.991
papilla,7,0.232,1.593
papillae,8,0.229,1.292
papillary,9,0.851,1.769
papilloma,9,0.506,1.991
papist,6,0.761,2.07
papoose,7,0.573,2.371
pappy,5,0.677,3.471
paprika,7,1.982,2.915
papule,6,-0.064,1.292
papyri,6,0.042,1.292
papyrus,7,1.776,1.991
par,3,1.807,3.697
para,4,0.317,3.124
parable,7,1.68,2.292
parabola,8,1.202,1.292
parabolic,9,1.378,2.438
paracetamol,11,0.15,1.292
parachute,9,2.261,3.504
parachutist,11,1.326,2.246
parade,6,2.576,4.11
paradigm,8,1.464,2.872
paradigmatic,12,0.737,1.593
paradigmatically,16,0.774,1.292
parading,8,1.758,3.048
paradise,8,2.343,4.122
paradisiacal,12,-0.013,1.593
paradox,7,2.338,3.111
paradoxical,11,2.043,2.195
paradoxically,13,1.817,1.769
paraffin,8,1.304,2.654
paraffinic,10,-0.547,1.292
parafoveal,10,-1.145,1.292
paraglider,10,1.489,1.769
paragliding,11,1.678,1.894
paragon,7,1.466,2.496
paragraph,9,2.319,3.453
parakeet,8,1.728,3.04
paraldehyde,11,-0.501,1.593
paralegal,9,1.657,2.999
parallax,8,0.614,1.292
parallel,8,2.429,3.644
parallelepiped,14,-0.766,1.292
parallelism,11,1.449,1.593
parallelization,15,1.006,1.292
parallelize,11,0.417,1.292
parallelogram,13,1.785,1.769
paralympic,10,1.074,1.292
paralympics,11,1.204,1.292
paralyses,9,1.223,1.593
paralysis,9,2.089,3.296
paralytic,9,1.456,2.292
paralyze,8,2.336,2.69
paramagnet,10,-0.19,1.292
paramagnetic,12,0.5,1.292
paramecium,10,0.474,2.333
paramedic,9,2.314,3.325
paramedical,11,1.467,1.593
paramedics,10,2.338,3.7
parameter,9,1.979,2.438
parametric,10,0.99,1.292
parametrical,12,0.544,1.292
paramilitary,12,1.436,2.614
paramount,9,2.272,3.36
paramour,8,1.077,2.246
paranoia,8,2.177,3.429
paranoiac,9,0.159,2.438
paranoid,8,2.32,4.027
paranormal,10,2.086,3.124
parapet,7,0.75,2.333
paraphernalia,13,1.283,2.797
paraphrase,10,2.242,2.406
paraphraser,11,1.447,1.292
paraplegia,10,1.153,1.593
paraplegic,10,1.799,2.69
paraprofessional,16,0.825,1.292
parapsychology,14,0.921,2.371
paraquat,8,-0.095,1.593
parasail,8,1.325,1.292
parasite,8,2.156,3.396
parasitic,9,1.991,2.69
parasitical,11,1.154,1.292
parasitically,13,1.349,1.292
parasitism,10,0.892,1.593
parasitize,10,0.21,1.292
parasitoid,10,-0.01,1.292
parasitological,15,0.411,1.292
parasitology,12,0.858,1.292
parasol,7,1.475,2.723
parasympathetic,15,0.815,1.292
paratactic,10,-0.177,1.292
parataxis,9,-0.154,1.292
parathion,9,-0.601,1.292
parathyroid,11,0.525,1.593
paratroop,9,1.141,1.894
paratrooper,11,1.93,2.522
paratroops,10,1.248,2.292
paratyphoid,11,-0.105,1.593
paraxial,8,0.411,1.292
parboil,7,0.46,1.593
parcel,6,1.988,3.149
parceling,9,1.135,1.292
parch,5,1.354,1.769
parched,7,2.226,3.063
parchedness,11,0.539,1.292
parching,8,0.872,1.292
parchment,9,2.154,2.894
pard,4,-0.784,3.024
pardon,6,2.43,4.81
pardonable,10,1.76,1.894
pardonably,10,0.584,1.292
pardoner,8,1.312,1.894
pardoning,9,1.969,2.137
pare,4,0.876,2.137
paregoric,9,-0.391,1.894
pareidolia,10,-0.894,1.292
parenchyma,10,-0.796,1.292
parent,6,2.318,4.119
parentage,9,1.294,2.246
parental,8,2.158,3.317
